"url","status","id","listPrice","baths","baths_full","baths_full_calc","beds","sqft","stories","sub_type","text","type","year_built"
"https://www.realtor.com/realestateandhomes-detail/7783-Patricia-Ln_Orange_TX_77632_M89273-71287","for_sale","8927371287","207000","2","2","2","3","1287",,,"What a beauty! This well manicured property is located in a quiet subdivision in the LCM school district! With the spacious living area and large kitchen, this home is great for those that love to entertain! The large covered back porch is perfect for enjoying those cool, fall nights! Enjoy privacy with the split floor plan! The master suite is awesome! New HVAC system with a 10 year warranty on parts! The garage, man-cave , has a great work bench and lots of shelving! All kitchen appliances will convey as well as the washer and dryer! Additional furnishings negotiable. Schedule a showing today!","single_family","1998"
"https://www.realtor.com/realestateandhomes-detail/103-Calhoun-Bnd_Azle_TX_76020_M76073-48995","for_sale","7607348995","498000","6","5","5","6","3380","2",,"Bring your ENTIRE family. Two homes on 1.760 acres. Both fully remodeled, All new flooring, bathrooms, vanities, showers, windows, baseboards, paint, cabinets, granite countertops, new roofs and the list goes on and on. Not a thing left to improve. Main home is 1700 sqft with 3 bedrooms, formal dining, 2 living areas, and two car garage. Second home is 1680sqft, 3-bedroom, 2.5 bathroom, 2 living rooms, and cover carport area. Both homes have full washer and dryer hook ups. This would be a great opportunity for someone to expand their rental portfolio. Each home may bring $2000+ in rental income monthly. Great multi-generational home. Situated on a heavily treed lot right off FM 730. Weatherford is 15 min away, downtown Azle less than 5 mins, and downtown Fort Worth 30 minutes. Don't miss out on this amazing property.","single_family","1984"
"https://www.realtor.com/realestateandhomes-detail/103-Lilac-St_Texarkana_TX_75501_M71300-88531","for_sale","7130088531","209900","2","2","2","3","1349","1",,"This beautiful 3/2 house inside the city limits with a country feel will make the perfect home for your next move. The living area has lawyer paneling on three walls, it has a beautiful stone fireplace. The living area and kitchen area are separated by a kitchen island with a drop down bar area and where the new drop-in stove is. The laundry room is separate with a sink and you can walk straight out to the two car garage. The 1.17 acre yard is beautifully landscaped with several crepe myrtles and other small trees. The two sided cover patio is the perfect spot to sip your morning coffee and get ready for the day. Call today and let's get moving!","single_family","1992"
"https://www.realtor.com/realestateandhomes-detail/7346-Folsom-Lk_Brownsville_TX_78520_M96263-50648","for_sale","9626350648","287500","3","2","2","3","1684","1",,"Coming soon to desirable Summer Lakes Phase II, this 3 bedroom, 2.5 bathroom, open concept, new construction home is sure to put smiles on the faces of inhabitants and visitors alike. Beginning with it's convenient location near Rancho Viejo and the Brownsville Sports Park and continuing to features including a split bedroom layout, a double vanity in the primary bedroom, wooden perimeter fencing, a 2 car garage, and a pre-installed security system, this modern-yet-charming home promises to be an ideal setting for your next chapter. Construction is scheduled for completion in February 2024 so don't miss the opportunity to call this home!!","single_family","2024"
"https://www.realtor.com/realestateandhomes-detail/598-County-Road-740_Buna_TX_77612_M77814-11943","for_sale","7781411943","189900","3","3","3","4","2957","2",,"Calling investors to this Buna home sitting on 1.3 acres. This property has the potential to be all that you want it to become! Renovation process started, but has not been completed. Cash only, selling as-is!","single_family",
"https://www.realtor.com/realestateandhomes-detail/104-Wes-Michael-Cir_Bonham_TX_75418_M89953-65275","for_sale","8995365275","150000","2","2","2","4","1687","1",,"Perfect starter home or investment opportunity in great neighborhood. Located at the end of the culdesac on a spacious fenced lot this 4 bedroom 2 bath home has tosn of potential. This home is large enough to accomodate a large family and is a blank canvas waiting to be turned in to something amazing. Home needs updating throughout and is being offered as is.","single_family","1972"
"https://www.realtor.com/realestateandhomes-detail/Pecos-River-Front-Rnch_Comstock_TX_78837_M99790-03372","for_sale","9979003372","90000","0",,,,,,,"This parcel is one of 3 that connect and can be purchased as a whole totaling 33 +- acres. Please inquire with Wayne or Lynzee for more information Possible owner financing on all 3 Lots A dramatic and captivating canyon wall sets the backdrop for this 22.48 acre +- parcel as clear, mineral thick waters wind atop the river shoreline. Located in Pandale, Texas along the prestigious Pecos River this haven of serene desert beauty is improved with a 2 bedroom 1 bath manufactured home, a connex storage building and all utilities are in place. Residential, recreational or both, this is a wonderful area to enjoy anytime of the year. Relax and enjoy the peacefulness of this live water escape and relish in the surroundings. Offering roughly 1000 feet of riverfront access, your own private beach awaits! Admire the spectacular scenery, bird watch, cool off in the crystal clear river and tune in to the sounds of nature. Adventure awaits with fishing, swimming, kayaking and canoeing the majestic waters of one the most iconic rivers in Texas, all in your backyard. Hike, backpack and explore the land looking for Native American caves and arrow heads with staggering West Texas views in every direction. Get ready for gorgeous sunsets that set behind the scenic rolling hills and big starry nights as they fill the Texas sky. This area offers a great environment for wildlife sightings and hunting. There is a healthy whitetail deer population and game trails that lead you throughout the property. Other native fauna include Rio Grande turkey, javelina, blue quail, dove and seasonal waterfowl. Predators such as fox, bobcats, mountain lions, hogs, and the occasional bear can also be found. The terrain is mostly flat with sandy loam soil and has been cleared in some areas with a road that leads you to the water. Vegetation is mostly comprised of Chihuahuan Desert species such as honey mesquite, net leaf hackberry, cottonwood, juniper, desert willow, western soapberry and other native brush and grass species. The translucent river passing through this tract flaunts peaceful flowing waters to rocky rapids leading you to a deep hole of water making it suitable for any aqua activity. Known as the only river that crosses itself, the Pecos River, rich with history is one of the major tributaries of the Rio Grande. Even in 100 degree heat the river stays cold. It begins at 12, 000 feet on the western slope of the Sangre de Cristo mountains and it runs through New Mexico and Texas before it empties into the Rio Grande near Del Rio. Famous for it's frontier folklore, the river flows out of the Pecos Wilderness, through rugged granite canyons and waterfalls, and passes small, high-mountain meadows along its 926-mile journey . Set off the beaten path but close enough to convenience with Ozona and Comstock 60 miles away, Del Rio and Sonora are 90 miles away.","land",
"https://www.realtor.com/realestateandhomes-detail/7814-S-Palo-Verde-Cir_Pharr_TX_78577_M98397-96883","for_sale","9839796883","209000","2","2","2","3","1308",,,"BEAUTIFUL NEW Construction located in central Pharr. This home features 3 beds 2 baths, along with premium touches, such as Quartz countertops, high ceilings, beautiful stand up showers and large walk in closets. This one is a must see !","single_family","2023"
"https://www.realtor.com/realestateandhomes-detail/County-114-Rd-Lot-5_Centerville_TX_75833_M97911-02343","for_sale","9791102343","145000","0",,,,,,,"Beautiful 10.01 Acres located just outside of Centerville. Centrally located between Dallas and Houston, is a land buying opportunity - Woodland Hills Ranch. This property is densely wooded with huge oaks and pine trees, and surrounded with a border line trail. Deer, squirrel, and other wildlife is plentiful. Driveway have been put down with a culvert at the road and large culvert at the creek. A small pond has been dug out also. Woodland Hills Ranch is also surrounded by premier water recreation on many lakes including Lake Limestone, Houston County Lake, and Fort Boggy State Park, making it a great place for boating, fishing, and to enjoy being outside in nature. Buyers can start enjoying the pure country lifestyle they deserve with scenic views, private and county roads, electric and water available, low wildlife - exempt taxes and more.","farm",
"https://www.realtor.com/realestateandhomes-detail/12580-Polo-Norte_El-Paso_TX_79934_M99356-55768","for_sale","9935655768","269950","2","2","2","4","1750",,,"You'll love this gorgeous and spacious single level home. This 4-bedroom, 2-bathroom home with a 2-car garage will give you 1, 750 sq ft of generous space to move about that provides you with that quaint, cozy atmosphere. A huge master room with plenty of closet space!!! This home offers top-notch lighting package, farm ranch apron sink, pot filler, granite counter-tops through-out, and spray-foam insulation, plus much more!!! This listing is subject to errors, omissions, and changes without notice. Info provided is deemed reliable but is not guaranteed and should be independently verified. MLS Elevation's are for marketing purposes and may not reflect colors or upgrades accurately. Please verify colors & upgrades at color selection.","single_family","2024"
"https://www.realtor.com/realestateandhomes-detail/1943-Acres-ON-County-Road-678_Natalia_TX_78059_M95609-07587","for_sale","9560907587","599000","3","3","3","5","2596","1",,"URIAH Real Estate Organization has been exclusively retained to market and sell two homes on approximately 19.43 +/- acres in Natalia, TX. Perfect opportunity for anyone looking to live close to family, have an additional home for income producing purposes or subdivide their property and sell off additional acres. Versatile land, excellent location, and ready to be occupied or developed. Owner willing to finance.","farm","1986"
"https://www.realtor.com/realestateandhomes-detail/835-County-Road-2915_Alto_TX_75925_M97667-63346","for_sale","9766763346","579000","4","4","4","4","2983","2",,"Amazing ranch (tract 1) 2 homes, 30 acres with barbwire & goat wire fencing, cross fencing and of course, a red barn! This property is very secluded for a private and quiet living experience. Sit back and enjoy the stunning views from the comfort of your own wrap around porch or the huge, 24x25 covered patio out back. The main house is a custom built 4 bed/4 bath home with a gorgeous rock fireplace, exposed beams and open loft. This home has a hidden safe room with a 27-gun safe. Wired for security and cameras. There are 2 beds/2 baths downstairs including the main and 2 beds/2 baths upstairs. Main bedroom has a window seat, an ensuite with a clawfoot tub, stand-alone shower, double vanities and double walk-in closets. Two identical upstairs bedrooms each with their own baths, built-in desks, window seats, walk-in closets and reading nooks. The reading nooks can be converted to closets. Open concept kitchen with granite counter tops, a breakfast bar, pantry and a dining area with French doors leading to the patio. The laundry/mud with its own built-in desk has access to the patio also. The parking deck is just steps away from the backdoor leading to a playscape, fenced separately. New roof in 2021. The 30x50 barn features skylights, electricity, water, fans, heaters and a tack room, designed to convert to 10- 10x10 stalls. It has Dutch windows and 2 roll top doors. Barn roof was replaced in 2022. The mobile home is walking distance from the main home, it has a separate entrance and is fenced separately. It has 1024 SF, built on a concrete slab. It has 2 beds/2 baths with walk-in closets. Open floorplan, vaulted ceiling, a pantry, oven, dishwasher, refrigerator and breakfast bar. There is a front porch and a covered back patio/carport with a 10x20 insulated storage room with electricity. Separate aerobic system for each home, 3 water meters and an electrical hook up for an RV.","farm","2006"
"https://www.realtor.com/realestateandhomes-detail/214-County-Road-1900_Yantis_TX_75497_M99433-41038","for_sale","9943341038","250000","6","4","4","9","7000","1",,"$250, 000 IS THE OPENING BID FOR THIS PROPERTY SELLING IN A LIVE AUCTION ON SATURDAY, FEBRUARY 17 AT 11AM. This BANK OWNED 2.58ac Executive Estate is located just south of Sulphur Springs, east of Emory and less than 5 minutes from Lake Fork, famous for Bass Fishing. This incredible property is Offered For Sale at Auction divided in 2 Tracts. Buy either Tract or Buy Both. Tract 1 on 2.09ac has a 9 Bedroom-6 Bath 7000'' Custom Home with Pool, 2 Kitchens, 2 Car Garage, Covered RV Park and a 3 bay Boat Building. The adjoining Tract 2 is 0.49ac with a covered 6 Boat Bay. Opening Bid is $250, 000 for Tract 1 and $10, 000 for Tract 2. Property sells AS IS with NO CONTIGENCIES related to Financing, Post Sale Inspections or Appraisals and NO Option Period. Registration begins at 9am, Live Auction at 11am. 10% Buyer's Premium added to High Bid to constitute the Total Contract Price. Buyer's Premium paid the day of the Auction. Remaining Balance due Thursday, March 21 at Doster Law Group in Denton.","single_family","2002"
"https://www.realtor.com/realestateandhomes-detail/821-E-Clinton-Ave_Athens_TX_75751_M78444-91445","for_sale","7844491445","236500","2","2","2","3","1705","1",,"821 E. CLINTON AVENUE - Well-maintained and immaculate three-bedroom, two-bath home in a fabulous location near Cain Park, schools, and churches. Updated with new hardwood flooring, this home offers a formal living room, a spacious den with a wood-burning heater (gas starter), a breakfast area, a galley-style kitchen, a side entry garage, and a covered patio great for entertaining. Check out the metal shop and covered space in the backyard. This traditional style home is a classic offering full of charm and comfort. It feels like home.","single_family","1969"
"https://www.realtor.com/realestateandhomes-detail/821-Atlanta-Ave_Nederland_TX_77627_M99236-97213","for_sale","9923697213","135000","2","2","2","2","804","1",,"Come see this precious home in the heart of Nederland. It has all the charm and character of an old home while only being less than 30 years old! Two bedroom, two bathroom with hardwood floors, stand alone soaking tub, beadboard and a detached garage that has been converted to an extra room with heating/cooling. This home is also located on a double lot! Make your appointment today!","single_family",
"https://www.realtor.com/realestateandhomes-detail/Scounty-Rd-314_Sonora_TX_76950_M98878-37817","for_sale","9887837817","28950000","0",,,,,,,"The Dragoo Draw Ranch's consecutive acreage and pure beauty make it truly a rare find! The ranch features gently-rolling terrain with plentiful hardwoods and native grasses. Cedar and mesquite have been methodically eradicated from the headquarters over decades. The Dragoo Draw Ranch has multiple homes and other improvements including excellent working pipe corrals with five holding traps in five locations, and good fencing that creates eight different pastures amongst the ranch. The property also features an abundance of wildlife that provides excellent hunting. This is a must-see ranch!","farm",
"https://www.realtor.com/realestateandhomes-detail/1849-W-W-A-Neel-Rd_West_TX_76691_M72613-73847","for_sale","7261373847","675000","3","2","2","4","2880","1",,"Have you been looking for your little slice of country heaven? Look no further! This unique 4 bedroom 2.5 bathroom home is what you have been looking for with two acres. Find peace driving down the long driveway to see the 6X80 front porch. Entertaining with this house is so easy with the 20X80 covered back porch and amazing views. Walk in to find the rustic charm of an open dining room, kitchen and living floor plan. The kitchen is a dream with an island that is over a slab of granite, double ovens, every plug in the kitchen is on a different breaker and ready to entertain. The large pantry is also a safe room. The isolated primary bedroom has a beautiful bathroom with the tub built inside the shower. The primary closet has plenty of space with built ins and a storage room behind the primary closet. On the other side of the house is the three other bedrooms and bathroom. Off the kitchen you will find the laundry room and half bathroom. This property is ready for you to make it your own!","single_family","2018"
"https://www.realtor.com/realestateandhomes-detail/416-E-Walnut-St_Hillsboro_TX_76645_M77078-08528","for_sale","7707808528","280000","3","2","2","4","2448","2",,"WELCOME HOME!!!! Fully updated home featuring 4 bedrooms and 2.5 bath. Open concept floor plan with modern LED Lighting throughout. Bathrooms have been updated with new hardy sheets, tile, toilets & vanities. All new laminate flooring throughout. All New windows, doors and baseboard. All New drywall and freshly textured. Fresh exterior and interior paint. All exterior walls have new insulation. All plumbing has been updated to PVC and Pex pipes. New Roof. New wood cabinets with granite countertops. All new appliances installed January 2024. Water heater installed January 2024. New HVAC System installed January 2024. Spacious backyard. Check out this beautiful home before its gone! Near highways and stores. This is a beauty that's been updated to perfection. A must see! You don't want to miss out on this one - schedule your showing.","single_family","1930"
"https://www.realtor.com/realestateandhomes-detail/10701-County-Road-603A_Burleson_TX_76028_M99284-31247","for_sale","9928431247","635000","2","2","2","4","2300","1",,"Plenty of room to spread out at this Rendon home located in the desirable Mansfield ISD. Sitting on 1.5 acres with mature trees you will enjoy all the charms of quiet country living. An adjoining 2 bedroom, 1 bath guest house, with full kitchen, laundry area and sunroom makes this the perfect multigenerational option with a combined living space of over 4, 000 square feet. The circular drive, attached carport and oversized detached garage allow for plenty of parking, recreational vehicles, or camping and sports equipment storage. A gated entrance provides privacy and security. The main house has many updates including granite in the kitchen and baths. The living room features a beautiful brick fireplace, vaulted ceiling, lovely built-ins, and overlooks the large backyard. You will love the front porch that spans the length of the front of the home and is framed with landscaping, plus a great covered back patio. No HOA!","single_family","1989"
"https://www.realtor.com/realestateandhomes-detail/735-Cotton-Creek-Farms-Cir_Tahoka_TX_79373_M90880-48874","for_sale","9088048874","712500","4","3","3","4","3256",,,"You will love this spacious home in the outskirts of New Home, TX located about a mile and a half from the school. This gorgeous home is on one acre, with a farm-field view from the kitchen. It is custom-built with beautiful, high-end finishes including cafe series appliances, a gas range, an enclosed sunroom, upstairs living room, and custom window coverings. The exterior includes a 35 x 25 shop, above ground pool, hot tub, and a large slab and goal for basketball. It also includes a private well, septic system, RO system, and water softener. It has access to Poka Lambro high speed fiber-optic internet. Located less than 5 minutes from HWY 87, and right off of a paved road on Slide, you will love the location, modern amenities and the farmhouse feel of this property. This is a MUST SEE!","single_family","2021"
"https://www.realtor.com/realestateandhomes-detail/2410-Ripplewood-Dr_Conroe_TX_77384_M76671-82354","for_sale","7667182354","395000","3","2","2","3","1927","2",,"Great property in Carriage Hills that has been updated for the new buyers! Where can you get a home like this with 3 bedrooms, 2.5 baths on a HALF AN ACRE that is zoned to the Woodlands High School and has a tax rate of 1.74!!!? You can't. Not at this price point. Not a stitch of carpet to be found anywhere. All new flooring throughout the home except for one bedroom where previously replaced wood floors remain. The kitchen has ALL NEW appliances. NEW SINK. NEW COUNTERTOPS. NEW DISHWASHER. This home has been renovated, yet keeps some of it's charm. The stair ballusters keep up the awesome vibe in the home. Lot's of light comes thru the second story windows. The fireplace is a stunning focal point in the living area. Wildlife abounds in this area. The backyard is huge and the possibilities of your gardening projects are limitless. This is like living in the country while getting the benefits of the city. Come check it out!","single_family","1979"
"https://www.realtor.com/realestateandhomes-detail/189-Freeman-Cir_George-West_TX_78022_M98640-47900","for_sale","9864047900","240000","2","2","2","3","1500","2",,"Escape to tranquility in this two-story lake home just an hour from Corpus Christi. Nestled amidst majestic live oak trees, it's conveniently located near Lake Corpus Christi's boat ramp and backs onto the community pool in the serene BUCKEYE KNOLL neighborhood. With the master bedroom and full bathroom downstairs, two additional bedrooms, another full bathroom, and a complete kitchen are easily accessible upstairs. The upper level offers a spacious living area, while the downstairs space doubles as an entertainment area with a full bath for outdoor convenience. Furniture is negotiable for a personalized touch. Explore the canal leading to the Nueces River in Buckeye Knoll, and enjoy community amenities like drinking water, a park with a large pool, a boat launch, and the shade of majestic oak trees. Make this lakeside haven your own and embrace the tranquility!","single_family","1968"
"https://www.realtor.com/realestateandhomes-detail/129-Pembroke-Ln_Wichita-Falls_TX_76301_M74471-05319","for_sale","7447105319","519900","3","3","3","4","3493","2",,"Classic home with modern amenities nestled in Morningside on over an acre. Unique details, tall ceilings, detailed moldings and hardwood floors. Formal living room with fireplace and built-ins. Formal dining with doors to patio. Kitchen features an island and breakfast area. Primary suite offers a vaulted ceiling, fireplace, huge walk-in closet and updated bath with large shower. Secondary bedrooms are spacious with updated baths. Outdoor living area with bar and fireplace. Basement, apartment and more.","single_family","1939"
"https://www.realtor.com/realestateandhomes-detail/5985-County-Road-1632_Odem_TX_78370_M74249-24991","for_sale","7424924991","575000","2","2","2","4","2234","1",,"Welcome to your country homewith easy convenience to Odem! This 4-bedroom 2-bath home situated on 2.125 acres with a 36X90 barn has so much to offer! The home offers an open floorplan with large kitchen and plenty of granite counter space and hardwood cabinetry! Two dining areas offer flexibility for an office space or second living area, if desired. Primary suite offers large bedrooms area and spacious spa-like bath with large walk-in closet. Generous guest bedrooms (split arrangement) offer plenty of space for all. Separate laundry room and drop-zone off the 2-car garage with extra storage space. The rear patio was extended in 2023 to further enjoy the outdoor lifestyle and open space leading to the barn. The barn is windstorm-certified and has 200amp service and water. Chicken coop and Connex storage container will convey to Buyers! Home features 2020 roof, 2020 rebuild of septic system, 2020 tile flooring. Back fencing redone in 2020. Great set up for FFA or 4-H projects!","single_family","2002"
"https://www.realtor.com/realestateandhomes-detail/1010-Apple-St_Sweetwater_TX_79556_M73240-53543","for_sale","7324053543","95000","1","1","1","2","720","2",,"Welcome to a recently renovated 2-bedroom, 1-bath home situated on a sprawling property encompassing six lots, providing an abundance of space and opportunities. This property offers a generous carport that easily accommodates two cars, along with an adjacent RV storage area, catering to adventure enthusiasts. A versatile shed serves as an ideal workshop, catering to hobbyists and DIY enthusiasts. Inside, the house boasts contemporary finishes and a bright, inviting atmosphere. The two bedrooms offer comfortable retreats, while the open living areas create a welcoming space for relaxation and entertainment. With a property of this size, you have room for various possibilities. This listing offers a unique blend of indoor comfort and outdoor freedom, providing a wonderful opportunity to embrace a newly remodeled home with ample space to make it your own. Don't miss the chance to call this property your own and explore the countless opportunities it presents.","single_family","2010"
"https://www.realtor.com/realestateandhomes-detail/6650-Treece-Rd_San-Angelo_TX_76905_M74888-56320","for_sale","7488856320","530000","2","2","2","3","1922","1",,"Attention Horse Lovers! You don't want to miss out on this great horse property in Wall ISD. Sitting on 6.5 unrestricted acres, this property is a dream for you and your horses! 3 bedroom 2 bath brick home with lots of extras: new pipe fencing around the property, great well (pumps about 25 gal per minute), access to Millersview Rural Water if desired, 2 living areas, large covered patio, 30' x 60' insulated shop w/ 20'x60' overhang, 3 partially covered horse stalls 35'x17', 2 fenced traps 290'x250' and 75'x250'. Make an appointment today to see this one.","single_family","1994"
"https://www.realtor.com/realestateandhomes-detail/708-Park-St_Gilmer_TX_75644_M74398-76306","for_sale","7439876306","229900","2","2","2","3","1610","1",,"Welcome to this delightful 3-bedroom, 2-bathroom home nestled in the Gilmer Independent School District. Boasting 1, 610 square feet of living space, this residence offers a comfortable and inviting atmosphere. As you enter, you're greeted by an open floor plan that seamlessly connects the living room, dining area, and the kitchen. The home includes three cozy bedrooms, including a master suite with its own private bathroom and generous closet space. Outside, you'll find a spacious backyard, ideal for outdoor activities and gatherings. Additional features of the home include central air conditioning, modern fixtures, and a two-car garage for added convenience. Located within the Gilmer ISD, this home offers access to excellent schools and a welcoming community atmosphere. Don't miss out on the opportunity to make this charming residence your own!","single_family","1970"
"https://www.realtor.com/realestateandhomes-detail/388-Ellen-May-Rd_Yoakum_TX_77995_M75665-51133","for_sale","7566551133","115000","1","1","1","3","1604","1",,"Beautiful lot over 1 acre just outside city limits. Large trees. Home was in process of remodelling but unfinished. Needs work and priced accordingly.","single_family","1950"
"https://www.realtor.com/realestateandhomes-detail/1511-19th-Ave-N_Texas-City_TX_77590_M89272-14917","for_sale","8927214917","425000","3","2","2","4","2737","1",,"Welcome to 1511 - 19th Avenue North in Texas City. This 4/2.5/3 home is nestled on a quiet tree lined cul-de-sac in Mainland Park. The open floor plan provides the perfect place for entertaining. The kitchen includes granite countertops, double ovens, electric cooktop, microwave, dishwasher, refrigerator, and disposal. In the utility room, located just off the kitchen, you find a second refrigerator and a LG Washer Tower . New flooring was installed throughout the house in 2022. Large primary bedroom with ensuite and a 12 X 10 foot walk-in closet. In 2020 the two full bathrooms were totally remodeled and new storm rated windows installed throughout the house. A new HVAC system was installed in 2023. Approximately one half acre lot with an oversized backyard. Not to mention room to park three cars in an attached double car garage and an additional detached one car garage. After a busy day, you'll find the swim spa a great place to relax and enjoy your new home!","single_family","1971"
